text;category;priority
Получаю подозрительные письма якобы от вашей компании. Пожалуйста, помогите разобраться.;Спам;Низкий
Мне привезли чужой заказ. Когда это наконец исправят?;Доставка;Высокий
Приходят странные сообщения от вашего сервиса. Сколько можно ждать? Это произошло сегодня около 16:11.;Спам;Низкий
Ошибка сервера при входе в приложение. Что вообще происходит?;Техническая ошибка;Средний
При попытке оплаты появляется ошибка. Очень срочно!;Оплата;Высокий
Мне неинтересны ваши предложения. Спасибо заранее.;Спам;Низкий
Курьер опаздывает на час. Это уже начинает раздражать. С телефона и компьютера результат одинаковый.;Доставка;Средний
Уберите мой номер из рассылки. Спасибо заранее.;Спам;Низкий
Платёж завис на этапе обработки. Очень срочно!;Оплата;Высокий
Не получается оплатить через Apple Pay. Спасибо заранее.;Оплата;Высокий
Не могу привязать карту к профилю. Спасибо заранее.;Оплата;Высокий
Почему мне приходят рекламные сообщения ночью?. Пожалуйста, помогите разобраться. Очень рассчитывал на ваш сервис.;Спам;Низкий
Курьер приехал не по тому адресу. Я крайне недоволен сервисом. Проблема повторяется уже несколько дней.;Доставка;Средний
Курьер не выходит на связь. Это уже начинает раздражать.;Доставка;Средний
Экран зависает после нажатия кнопки. Сколько можно ждать? Пишу уже второй раз.;Техническая ошибка;Высокий
Курьер не выходит на связь. Прошу решить проблему как можно быстрее. Раньше всё работало нормально.;Доставка;Высокий
После оплаты заказ так и не появился. Я крайне недоволен сервисом. Номер заказа: 343219.;Оплата;Высокий
Я не подписывался на эти письма. Сколько можно ждать?;Спам;Низкий
После обновления ничего не работает.  Очень рассчитывал на ваш сервис.;Техническая ошибка;Средний
Каждый день спамите акциями. Спасибо заранее. Это произошло сегодня около 2:47.;Спам;Низкий
Доставка задерживается уже второй день. Очень срочно!;Доставка;Высокий
Я не подписывался на эти письма. Сколько можно ждать? Никто не отвечает в чате поддержки.;Спам;Низкий
Платёж завис на этапе обработки. Это уже начинает раздражать. Номер заказа: 299170.;Оплата;Высокий
Курьер приехал не по тому адресу. Это уже начинает раздражать.;Доставка;Средний
Приходят странные сообщения от вашего сервиса. Спасибо заранее. Очень рассчитывал на ваш сервис.;Спам;Низкий
Не получается оплатить через Apple Pay. Прошу решить проблему как можно быстрее. Пишу уже второй раз.;Оплата;Высокий
Курьер приехал не по тому адресу. Пожалуйста, помогите разобраться. Проблема повторяется уже несколько дней.;Доставка;Средний
Приходят странные сообщения от вашего сервиса. Прошу решить проблему как можно быстрее. С телефона и компьютера результат одинаковый.;Спам;Низкий
Постоянно получаю ненужные уведомления. Пожалуйста, помогите разобраться. С телефона и компьютера результат одинаковый.;Спам;Низкий
После обновления ничего не работает. Я крайне недоволен сервисом. С телефона и компьютера результат одинаковый.;Техническая ошибка;Средний
Не могу восстановить пароль. Когда это наконец исправят? Проблема повторяется уже несколько дней.;Техническая ошибка;Высокий
Не получается оплатить через Apple Pay. Это уже начинает раздражать.;Оплата;Высокий
Списались деньги два раза за один заказ. Я крайне недоволен сервисом.;Оплата;Высокий
Курьер опаздывает на час. Пожалуйста, помогите разобраться. Очень рассчитывал на ваш сервис.;Доставка;Средний
Постоянно появляется неизвестная ошибка. Что вообще происходит? Раньше всё работало нормально.;Техническая ошибка;Средний
Заказ до сих пор не доставлен. Прошу решить проблему как можно быстрее. Никто не отвечает в чате поддержки.;Доставка;Высокий
Каждый день спамите акциями.  С телефона и компьютера результат одинаковый.;Спам;Низкий
Мне привезли чужой заказ. Сколько можно ждать? С телефона и компьютера результат одинаковый.;Доставка;Высокий
Я не подписывался на эти письма. Я крайне недоволен сервисом. С телефона и компьютера результат одинаковый.;Спам;Низкий
Курьер опаздывает на час. Сколько можно ждать? Раньше всё работало нормально.;Доставка;Высокий
Платёж завис на этапе обработки. Очень срочно!;Оплата;Высокий
При попытке оплаты появляется ошибка. Пожалуйста, помогите разобраться.;Оплата;Высокий
Не могу восстановить пароль. Спасибо заранее. Очень рассчитывал на ваш сервис.;Техническая ошибка;Средний
Получаю подозрительные письма якобы от вашей компании. Я крайне недоволен сервисом.;Спам;Низкий
Заказ отмечен как доставленный, но я ничего не получил. Спасибо заранее. Номер заказа: 232676.;Доставка;Средний
Курьер приехал не по тому адресу. Спасибо заранее.;Доставка;Средний
Не получается оплатить через Apple Pay. Это уже начинает раздражать. Номер заказа: 809090.;Оплата;Высокий
Каждый день спамите акциями. Спасибо заранее. Это произошло сегодня около 13:01.;Спам;Низкий
Курьер не выходит на связь. Что вообще происходит?;Доставка;Средний
Постоянно появляется неизвестная ошибка. Я крайне недоволен сервисом. С телефона и компьютера результат одинаковый.;Техническая ошибка;Средний
Платёж завис на этапе обработки. Прошу решить проблему как можно быстрее.;Оплата;Высокий
Приложение зависает на загрузке. Я крайне недоволен сервисом.;Техническая ошибка;Средний
После обновления ничего не работает. Что вообще происходит? Это произошло сегодня около 6:21.;Техническая ошибка;Средний
Не открывается личный кабинет. Это уже начинает раздражать. Пишу уже второй раз.;Техническая ошибка;Средний
Не открывается личный кабинет. Прошу решить проблему как можно быстрее. Очень рассчитывал на ваш сервис.;Техническая ошибка;Высокий
Ошибка сервера при входе в приложение.;Техническая ошибка;Средний
Заказ отмечен как доставленный, но я ничего не получил. Очень срочно!;Доставка;Высокий
Ошибка сервера при входе в приложение. Сколько можно ждать? Пишу уже второй раз.;Техническая ошибка;Высокий
Сайт открывается очень медленно. Что вообще происходит? Никто не отвечает в чате поддержки.;Техническая ошибка;Средний
Доставка задерживается уже второй день. Я крайне недоволен сервисом. Это произошло сегодня около 21:40.;Доставка;Средний
Экран зависает после нажатия кнопки. Когда это наконец исправят? Это произошло сегодня около 10:48.;Техническая ошибка;Высокий
Ошибка сервера при входе в приложение. Это уже начинает раздражать. Раньше всё работало нормально.;Техническая ошибка;Средний
Не открывается личный кабинет. Спасибо заранее.;Техническая ошибка;Средний
Не приходит код подтверждения. Я крайне недоволен сервисом.;Техническая ошибка;Средний
Не получается оплатить через Apple Pay.  Это произошло сегодня около 15:11.;Оплата;Высокий
Уберите мой номер из рассылки. Это уже начинает раздражать. Это произошло сегодня около 9:35.;Спам;Низкий
Почему отменён платёж, если деньги уже ушли?.  Никто не отвечает в чате поддержки.;Оплата;Высокий
Каждый день спамите акциями. Это уже начинает раздражать. Никто не отвечает в чате поддержки.;Спам;Низкий
Сайт открывается очень медленно. Я крайне недоволен сервисом. Никто не отвечает в чате поддержки.;Техническая ошибка;Средний
Не открывается личный кабинет. Очень срочно!;Техническая ошибка;Высокий
Курьер опаздывает на час. Я крайне недоволен сервисом. Очень рассчитывал на ваш сервис.;Доставка;Средний
Получаю подозрительные письма якобы от вашей компании. Что вообще происходит? Никто не отвечает в чате поддержки.;Спам;Низкий
Приложение зависает на загрузке. Что вообще происходит?;Техническая ошибка;Средний
Экран зависает после нажатия кнопки. Прошу решить проблему как можно быстрее.;Техническая ошибка;Высокий
Почему мне приходят рекламные сообщения ночью?. Пожалуйста, помогите разобраться. Проблема повторяется уже несколько дней.;Спам;Низкий
Не получается оплатить через Apple Pay. Очень срочно! Номер заказа: 859938.;Оплата;Высокий
Курьер не выходит на связь. Прошу решить проблему как можно быстрее.;Доставка;Высокий
Хватит отправлять рекламу. Прошу решить проблему как можно быстрее.;Спам;Низкий
Не приходит код подтверждения. Я крайне недоволен сервисом.;Техническая ошибка;Средний
При попытке оплаты появляется ошибка. Я крайне недоволен сервисом. Пишу уже второй раз.;Оплата;Высокий
Курьер не выходит на связь. Что вообще происходит? Пишу уже второй раз.;Доставка;Средний
Не открывается личный кабинет. Что вообще происходит? Это произошло сегодня около 8:36.;Техническая ошибка;Средний
Почему мне приходят рекламные сообщения ночью?. Пожалуйста, помогите разобраться. С телефона и компьютера результат одинаковый.;Спам;Низкий
Не могу отследить заказ. Я крайне недоволен сервисом. Это произошло сегодня около 11:22.;Доставка;Средний
Экран зависает после нажатия кнопки. Это уже начинает раздражать.;Техническая ошибка;Средний
Приходят странные сообщения от вашего сервиса. Прошу решить проблему как можно быстрее.;Спам;Низкий
Платёж завис на этапе обработки. Очень срочно! Номер заказа: 157293.;Оплата;Высокий
При попытке оплаты появляется ошибка.  С телефона и компьютера результат одинаковый.;Оплата;Высокий
Заказ до сих пор не доставлен. Пожалуйста, помогите разобраться. Пишу уже второй раз.;Доставка;Средний
Деньги списали, но подтверждения нет. Это уже начинает раздражать.;Оплата;Высокий
Доставка задерживается уже второй день. Что вообще происходит? С телефона и компьютера результат одинаковый.;Доставка;Средний
Верните деньги за отменённый заказ. Прошу решить проблему как можно быстрее. С телефона и компьютера результат одинаковый.;Оплата;Высокий
Не открывается личный кабинет. Сколько можно ждать?;Техническая ошибка;Высокий
Ваши уведомления уже надоели. Пожалуйста, помогите разобраться.;Спам;Низкий
Курьер приехал не по тому адресу. Я крайне недоволен сервисом. Проблема повторяется уже несколько дней.;Доставка;Средний
Ваше приложение постоянно вылетает при оформлении. Сколько можно ждать?;Техническая ошибка;Высокий
Почему отменён платёж, если деньги уже ушли?. Когда это наконец исправят?;Оплата;Высокий
Почему мне приходят рекламные сообщения ночью?. Я крайне недоволен сервисом.;Спам;Низкий
Экран зависает после нажатия кнопки.  Раньше всё работало нормально.;Техническая ошибка;Средний
Мне привезли чужой заказ. Когда это наконец исправят?;Доставка;Высокий
Не приходит код подтверждения. Когда это наконец исправят?;Техническая ошибка;Высокий
Ваши уведомления уже надоели. Это уже начинает раздражать.;Спам;Низкий
Приложение зависает на загрузке. Очень срочно! Номер заказа: 692274.;Техническая ошибка;Высокий
Не получается оплатить через Apple Pay. Когда это наконец исправят? Пишу уже второй раз.;Оплата;Высокий
Почему отменён платёж, если деньги уже ушли?. Пожалуйста, помогите разобраться. Никто не отвечает в чате поддержки.;Оплата;Высокий
Заказ отмечен как доставленный, но я ничего не получил. Спасибо заранее.;Доставка;Средний
Курьер не выходит на связь. Это уже начинает раздражать.;Доставка;Средний
После оплаты заказ так и не появился. Очень срочно! Никто не отвечает в чате поддержки.;Оплата;Высокий
Мне неинтересны ваши предложения. Когда это наконец исправят?;Спам;Низкий
Посылка повреждена. Сколько можно ждать? Пишу уже второй раз.;Доставка;Высокий
Верните деньги за отменённый заказ. Спасибо заранее. Пишу уже второй раз.;Оплата;Высокий
Оплата не проходит уже третий раз. Спасибо заранее. С телефона и компьютера результат одинаковый.;Оплата;Высокий
Получаю подозрительные письма якобы от вашей компании. Очень срочно!;Спам;Низкий
Не получается оплатить через Apple Pay. Когда это наконец исправят? Пишу уже второй раз.;Оплата;Высокий
Не могу отследить заказ. Я крайне недоволен сервисом. Очень рассчитывал на ваш сервис.;Доставка;Средний
Мне неинтересны ваши предложения. Когда это наконец исправят?;Спам;Низкий
Не получается оплатить через Apple Pay. Когда это наконец исправят? Номер заказа: 982925.;Оплата;Высокий
Верните деньги за отменённый заказ.  С телефона и компьютера результат одинаковый.;Оплата;Высокий
Сайт открывается очень медленно. Что вообще происходит?;Техническая ошибка;Средний
Курьер опаздывает на час. Пожалуйста, помогите разобраться. Номер заказа: 236618.;Доставка;Средний
Списались деньги два раза за один заказ. Спасибо заранее.;Оплата;Высокий
После обновления ничего не работает. Сколько можно ждать? Раньше всё работало нормально.;Техническая ошибка;Высокий
Не могу отследить заказ. Что вообще происходит? Никто не отвечает в чате поддержки.;Доставка;Средний
Посылка повреждена. Пожалуйста, помогите разобраться.;Доставка;Средний
Ваше приложение постоянно вылетает при оформлении. Я крайне недоволен сервисом.;Техническая ошибка;Средний
После обновления ничего не работает. Очень срочно!;Техническая ошибка;Высокий
Курьер приехал не по тому адресу. Очень срочно!;Доставка;Высокий
Почему отменён платёж, если деньги уже ушли?. Спасибо заранее.;Оплата;Высокий
Списались деньги два раза за один заказ. Очень срочно! Пишу уже второй раз.;Оплата;Высокий
Почему доставка перенесена без предупреждения?. Я крайне недоволен сервисом.;Доставка;Средний
Курьер не выходит на связь. Спасибо заранее. Номер заказа: 317542.;Доставка;Средний
Мне привезли чужой заказ. Сколько можно ждать? Пишу уже второй раз.;Доставка;Высокий
Каждый день спамите акциями. Спасибо заранее. Очень рассчитывал на ваш сервис.;Спам;Низкий
После обновления ничего не работает. Я крайне недоволен сервисом. Раньше всё работало нормально.;Техническая ошибка;Средний
Почему доставка перенесена без предупреждения?. Прошу решить проблему как можно быстрее. Проблема повторяется уже несколько дней.;Доставка;Высокий
Доставка задерживается уже второй день. Я крайне недоволен сервисом. Очень рассчитывал на ваш сервис.;Доставка;Средний
Я не подписывался на эти письма. Прошу решить проблему как можно быстрее. Проблема повторяется уже несколько дней.;Спам;Низкий
Деньги списали, но подтверждения нет. Когда это наконец исправят? С телефона и компьютера результат одинаковый.;Оплата;Высокий
Курьер опаздывает на час. Я крайне недоволен сервисом. Раньше всё работало нормально.;Доставка;Средний
Курьер опаздывает на час. Прошу решить проблему как можно быстрее.;Доставка;Высокий
Заказ отмечен как доставленный, но я ничего не получил. Прошу решить проблему как можно быстрее. Никто не отвечает в чате поддержки.;Доставка;Высокий
Не могу привязать карту к профилю.;Оплата;Высокий
Постоянно появляется неизвестная ошибка. Я крайне недоволен сервисом.;Техническая ошибка;Средний
Не получается оплатить через Apple Pay. Пожалуйста, помогите разобраться.;Оплата;Высокий
Не получается оплатить через Apple Pay. Спасибо заранее. Это произошло сегодня около 3:22.;Оплата;Высокий
Приложение зависает на загрузке. Прошу решить проблему как можно быстрее. Это произошло сегодня около 22:51.;Техническая ошибка;Высокий
Ошибка сервера при входе в приложение. Сколько можно ждать?;Техническая ошибка;Высокий
Курьер приехал не по тому адресу. Прошу решить проблему как можно быстрее.;Доставка;Высокий
Не приходит код подтверждения. Очень срочно! Никто не отвечает в чате поддержки.;Техническая ошибка;Высокий
Почему мне приходят рекламные сообщения ночью?. Прошу решить проблему как можно быстрее. Это произошло сегодня около 15:12.;Спам;Низкий
Каждый день спамите акциями. Прошу решить проблему как можно быстрее.;Спам;Низкий
Ошибка сервера при входе в приложение. Прошу решить проблему как можно быстрее. Номер заказа: 274708.;Техническая ошибка;Высокий
После оплаты заказ так и не появился. Пожалуйста, помогите разобраться.;Оплата;Высокий
При попытке оплаты появляется ошибка. Прошу решить проблему как можно быстрее. Проблема повторяется уже несколько дней.;Оплата;Высокий
Не могу отследить заказ.  Раньше всё работало нормально.;Доставка;Средний
Мне неинтересны ваши предложения. Прошу решить проблему как можно быстрее.;Спам;Низкий
Заказ отмечен как доставленный, но я ничего не получил. Спасибо заранее.;Доставка;Средний
Заказ до сих пор не доставлен. Прошу решить проблему как можно быстрее. Пишу уже второй раз.;Доставка;Высокий
Не открывается личный кабинет. Сколько можно ждать?;Техническая ошибка;Высокий
Каждый день спамите акциями. Очень срочно! С телефона и компьютера результат одинаковый.;Спам;Низкий
Каждый день спамите акциями. Что вообще происходит?;Спам;Низкий
Почему отменён платёж, если деньги уже ушли?. Пожалуйста, помогите разобраться. Номер заказа: 636032.;Оплата;Высокий
Ваши уведомления уже надоели. Когда это наконец исправят?;Спам;Низкий
Деньги списали, но подтверждения нет. Очень срочно! С телефона и компьютера результат одинаковый.;Оплата;Высокий
Доставка задерживается уже второй день. Я крайне недоволен сервисом. Это произошло сегодня около 3:43.;Доставка;Средний
Почему отменён платёж, если деньги уже ушли?. Прошу решить проблему как можно быстрее.;Оплата;Высокий
Оплата не проходит уже третий раз.;Оплата;Высокий
Верните деньги за отменённый заказ. Когда это наконец исправят? Очень рассчитывал на ваш сервис.;Оплата;Высокий
Не получается оплатить через Apple Pay. Я крайне недоволен сервисом. С телефона и компьютера результат одинаковый.;Оплата;Высокий
Курьер не выходит на связь. Когда это наконец исправят? Это произошло сегодня около 7:02.;Доставка;Высокий
Каждый день спамите акциями. Сколько можно ждать?;Спам;Низкий
Доставка задерживается уже второй день. Очень срочно! Никто не отвечает в чате поддержки.;Доставка;Высокий
Каждый день спамите акциями. Пожалуйста, помогите разобраться. Раньше всё работало нормально.;Спам;Низкий
Мне неинтересны ваши предложения. Я крайне недоволен сервисом. С телефона и компьютера результат одинаковый.;Спам;Низкий
Постоянно получаю ненужные уведомления. Прошу решить проблему как можно быстрее. Номер заказа: 379623.;Спам;Низкий
Курьер не выходит на связь.;Доставка;Средний
Постоянно появляется неизвестная ошибка. Что вообще происходит?;Техническая ошибка;Средний
Не могу восстановить пароль. Это уже начинает раздражать. С телефона и компьютера результат одинаковый.;Техническая ошибка;Средний
После обновления ничего не работает. Когда это наконец исправят?;Техническая ошибка;Высокий
Не могу привязать карту к профилю. Очень срочно!;Оплата;Высокий
Курьер не выходит на связь.  Раньше всё работало нормально.;Доставка;Средний
При попытке оплаты появляется ошибка. Я крайне недоволен сервисом. С телефона и компьютера результат одинаковый.;Оплата;Высокий
Мне привезли чужой заказ. Очень срочно! Раньше всё работало нормально.;Доставка;Высокий
Постоянно появляется неизвестная ошибка. Спасибо заранее. Это произошло сегодня около 22:19.;Техническая ошибка;Средний
Каждый день спамите акциями. Пожалуйста, помогите разобраться.;Спам;Низкий
Постоянно получаю ненужные уведомления. Пожалуйста, помогите разобраться.;Спам;Низкий
Почему отменён платёж, если деньги уже ушли?. Это уже начинает раздражать. Раньше всё работало нормально.;Оплата;Высокий
Почему доставка перенесена без предупреждения?. Сколько можно ждать? Пишу уже второй раз.;Доставка;Высокий
Не могу отследить заказ. Спасибо заранее. Это произошло сегодня около 19:05.;Доставка;Средний
Ошибка сервера при входе в приложение. Что вообще происходит? Никто не отвечает в чате поддержки.;Техническая ошибка;Средний
Посылка повреждена. Прошу решить проблему как можно быстрее. Номер заказа: 604035.;Доставка;Высокий
Посылка повреждена. Пожалуйста, помогите разобраться. С телефона и компьютера результат одинаковый.;Доставка;Средний
Хватит отправлять рекламу. Прошу решить проблему как можно быстрее.;Спам;Низкий
Курьер приехал не по тому адресу. Что вообще происходит?;Доставка;Средний
Не открывается личный кабинет. Что вообще происходит? Очень рассчитывал на ваш сервис.;Техническая ошибка;Средний
Не получается оплатить через Apple Pay. Когда это наконец исправят?;Оплата;Высокий
Списались деньги два раза за один заказ. Очень срочно! Номер заказа: 634586.;Оплата;Высокий
Не могу привязать карту к профилю. Очень срочно! Пишу уже второй раз.;Оплата;Высокий
Верните деньги за отменённый заказ. Пожалуйста, помогите разобраться. Проблема повторяется уже несколько дней.;Оплата;Высокий
Курьер опаздывает на час. Я крайне недоволен сервисом.;Доставка;Средний
Ваши уведомления уже надоели. Когда это наконец исправят?;Спам;Низкий
Почему доставка перенесена без предупреждения?. Что вообще происходит? Никто не отвечает в чате поддержки.;Доставка;Средний
Посылка повреждена. Я крайне недоволен сервисом.;Доставка;Средний
Не получается оплатить через Apple Pay. Очень срочно! Раньше всё работало нормально.;Оплата;Высокий
Деньги списали, но подтверждения нет. Что вообще происходит?;Оплата;Высокий
Постоянно получаю ненужные уведомления. Сколько можно ждать? Раньше всё работало нормально.;Спам;Низкий
Не получается оплатить через Apple Pay.;Оплата;Высокий
После обновления ничего не работает. Когда это наконец исправят?;Техническая ошибка;Высокий
Заказ до сих пор не доставлен. Что вообще происходит? Пишу уже второй раз.;Доставка;Средний
Деньги списали, но подтверждения нет. Я крайне недоволен сервисом.;Оплата;Высокий
Мне привезли чужой заказ. Прошу решить проблему как можно быстрее.;Доставка;Высокий
Оплата не проходит уже третий раз. Пожалуйста, помогите разобраться. Никто не отвечает в чате поддержки.;Оплата;Высокий
Получаю подозрительные письма якобы от вашей компании. Я крайне недоволен сервисом.;Спам;Низкий
После оплаты заказ так и не появился. Это уже начинает раздражать. Номер заказа: 949518.;Оплата;Высокий
Оплата не проходит уже третий раз.  Номер заказа: 282304.;Оплата;Высокий
Почему доставка перенесена без предупреждения?. Очень срочно!;Доставка;Высокий
При попытке оплаты появляется ошибка. Когда это наконец исправят?;Оплата;Высокий
Деньги списали, но подтверждения нет. Прошу решить проблему как можно быстрее.;Оплата;Высокий
Ваши уведомления уже надоели. Прошу решить проблему как можно быстрее. Это произошло сегодня около 8:33.;Спам;Низкий
Постоянно появляется неизвестная ошибка. Сколько можно ждать?;Техническая ошибка;Высокий
Экран зависает после нажатия кнопки. Я крайне недоволен сервисом.;Техническая ошибка;Средний
Ваши уведомления уже надоели. Очень срочно!;Спам;Низкий
Списались деньги два раза за один заказ. Спасибо заранее. С телефона и компьютера результат одинаковый.;Оплата;Высокий
Заказ отмечен как доставленный, но я ничего не получил. Пожалуйста, помогите разобраться. Это произошло сегодня около 14:46.;Доставка;Средний
Экран зависает после нажатия кнопки. Когда это наконец исправят?;Техническая ошибка;Высокий
Хватит отправлять рекламу. Прошу решить проблему как можно быстрее. Пишу уже второй раз.;Спам;Низкий
Не приходит код подтверждения.  Очень рассчитывал на ваш сервис.;Техническая ошибка;Средний
Приходят странные сообщения от вашего сервиса. Я крайне недоволен сервисом. Проблема повторяется уже несколько дней.;Спам;Низкий
Экран зависает после нажатия кнопки. Пожалуйста, помогите разобраться.;Техническая ошибка;Средний
Получаю подозрительные письма якобы от вашей компании. Прошу решить проблему как можно быстрее. Раньше всё работало нормально.;Спам;Низкий
Приходят странные сообщения от вашего сервиса. Спасибо заранее. С телефона и компьютера результат одинаковый.;Спам;Низкий
Заказ отмечен как доставленный, но я ничего не получил. Спасибо заранее. Раньше всё работало нормально.;Доставка;Средний
Ваше приложение постоянно вылетает при оформлении. Что вообще происходит?;Техническая ошибка;Средний
Мне неинтересны ваши предложения.;Спам;Низкий
Каждый день спамите акциями. Спасибо заранее.;Спам;Низкий
Оплата не проходит уже третий раз.;Оплата;Высокий
Не открывается личный кабинет. Я крайне недоволен сервисом.;Техническая ошибка;Средний
Уберите мой номер из рассылки. Что вообще происходит? Пишу уже второй раз.;Спам;Низкий
Ваше приложение постоянно вылетает при оформлении. Пожалуйста, помогите разобраться. Раньше всё работало нормально.;Техническая ошибка;Средний
Экран зависает после нажатия кнопки.  Пишу уже второй раз.;Техническая ошибка;Средний
Не приходит код подтверждения. Что вообще происходит? Это произошло сегодня около 2:25.;Техническая ошибка;Средний
Курьер не выходит на связь. Прошу решить проблему как можно быстрее.;Доставка;Высокий
Постоянно появляется неизвестная ошибка. Сколько можно ждать?;Техническая ошибка;Высокий
Получаю подозрительные письма якобы от вашей компании. Когда это наконец исправят? Номер заказа: 645656.;Спам;Низкий
Хватит отправлять рекламу.  Раньше всё работало нормально.;Спам;Низкий
Мне привезли чужой заказ. Я крайне недоволен сервисом.;Доставка;Средний
После обновления ничего не работает. Это уже начинает раздражать. Номер заказа: 963506.;Техническая ошибка;Средний
Уберите мой номер из рассылки. Очень срочно! Пишу уже второй раз.;Спам;Низкий
Получаю подозрительные письма якобы от вашей компании. Это уже начинает раздражать. Это произошло сегодня около 20:07.;Спам;Низкий
После оплаты заказ так и не появился. Прошу решить проблему как можно быстрее.;Оплата;Высокий
Почему доставка перенесена без предупреждения?.;Доставка;Средний
Оплата не проходит уже третий раз. Я крайне недоволен сервисом.;Оплата;Высокий
Экран зависает после нажатия кнопки. Спасибо заранее. С телефона и компьютера результат одинаковый.;Техническая ошибка;Средний
Не могу привязать карту к профилю. Когда это наконец исправят?;Оплата;Высокий
